"";"expCoeff";"penteInfCoeff";"distrouteCoeff";"ratioliste";"voisUrbCoef";"routesCoef";"route_vois";"popHaIrrig";"popHaUrb";"rmse";"rmsle"
"199";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"12.0";"60.0";13,91;1,34
"200";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"12.0";"65.0";13,91;1,34
"201";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"12.0";"70.0";13,9;1,34
"202";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"15.0";"60.0";13,9;1,34
"203";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"15.0";"65.0";13,89;1,34
"204";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"15.0";"70.0";13,9;1,34
"205";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"9.0";"60.0";13,9;1,34
"206";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"9.0";"65.0";13,91;1,34
"207";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"false";"9.0";"70.0";13,9;1,34
"208";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"12.0";"60.0";13,9;1,34
"209";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"12.0";"65.0";13,9;1,34
"210";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"12.0";"70.0";13,9;1,34
"211";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"15.0";"60.0";13,9;1,34
"212";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"15.0";"65.0";13,9;1,34
"213";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"15.0";"70.0";13,9;1,34
"214";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"9.0";"60.0";13,9;1,34
"215";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"9.0";"65.0";13,91;1,34
"216";"0.0";"3.0";"0.0";"0.2";"6.0";"9.0";"true";"9.0";"70.0";13,9;1,34
"217";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"12.0";"60.0";13,91;1,34
"218";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"12.0";"65.0";13,91;1,34
"219";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"12.0";"70.0";13,91;1,34
"220";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"15.0";"60.0";13,91;1,34
"221";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"15.0";"65.0";13,91;1,34
"222";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"15.0";"70.0";13,92;1,34
"223";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"9.0";"60.0";13,91;1,34
"224";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"9.0";"65.0";13,92;1,34
"225";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"false";"9.0";"70.0";13,91;1,34
"226";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"12.0";"60.0";13,91;1,34
"227";"0.0";"3.0";"0.0";"0.2";"9.0";"0.0";"true";"12.0";"65.0";13,91;1,34
